Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Cameroon,M,Marital status,Married or living together,... if she refuses to have sex with him,2011,7.4
Cameroon,M,Marital status,Never married,... if she refuses to have sex with him,2011,7.8
Cameroon,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2011,10.1
Chad,F,Marital status,Never married,... if she burns the food,2014,40.9
Chad,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,45.9
Chad,F,Marital status,Married or living together,... if she burns the food,2014,50.5
Chad,M,Marital status,Married or living together,... if she burns the food,2014,26
Chad,M,Marital status,Never married,... if she burns the food,2014,28.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,38.7
Chad,F,Marital status,Married or living together,... for at least one specific reason,2014,76
Chad,F,Marital status,Never married,... for at least one specific reason,2014,63.7
Chad,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,71
Chad,F,Marital status,Married or living together,... if she argues with him,2014,52.1
Chad,F,Marital status,Never married,... if she argues with him,2014,39.5
Chad,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,49.3
Chad,F,Marital status,Married or living together,... if she goes out without telling him,2014,62.1
Chad,F,Marital status,Never married,... if she goes out without telling him,2014,46.3
Chad,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,56.9
Chad,F,Marital status,Married or living together,... if she neglects the children,2014,62.1
Chad,F,Marital status,Never married,... if she neglects the children,2014,49.6
Chad,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,58.8
Chad,F,Marital status,Married or living together,... if she refuses to have sex with him,2014,43.7
Chad,F,Marital status,Never married,... if she refuses to have sex with him,2014,26.5
Chad,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,40.8
Chad,M,Marital status,Married or living together,... for at least one specific reason,2014,48.4
Chad,M,Marital status,Never married,... for at least one specific reason,2014,53.1
Chad,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,55.3
Chad,M,Marital status,Married or living together,... if she argues with him,2014,21
Chad,M,Marital status,Never married,... if she argues with him,2014,23.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,26.8
Chad,M,Marital status,Married or living together,... if she goes out without telling him,2014,26.7
Chad,M,Marital status,Never married,... if she goes out without telling him,2014,29.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,35.2
Chad,M,Marital status,Married or living together,... if she neglects the children,2014,35.6
Chad,M,Marital status,Never married,... if she neglects the children,2014,38.8
Chad,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,39.2
Chad,M,Marital status,Married or living together,... if she refuses to have sex with him,2014,22.3
Chad,M,Marital status,Never married,... if she refuses to have sex with him,2014,25.2
Chad,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,32.6
Colombia,F,Marital status,Married or living together,... if she burns the food,2015,1.1
Colombia,F,Marital status,Never married,... if she burns the food,2015,1.2
Colombia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,1.3
Colombia,M,Marital status,Married or living together,... if she burns the food,2015,1.1
Colombia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,1.2
Colombia,M,Marital status,Never married,... if she burns the food,2015,1.3
Colombia,F,Marital status,Married or living together,... for at least one specific reason,2015,3.3
Colombia,F,Marital status,Never married,... for at least one specific reason,2015,2.8
Colombia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,3
Colombia,F,Marital status,Married or living together,... if she argues with him,2015,1.2
Colombia,F,Marital status,Never married,... if she argues with him,2015,1.3
Colombia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,1.4
Colombia,F,Marital status,Married or living together,... if she goes out without telling him,2015,1.3
Colombia,F,Marital status,Never married,... if she goes out without telling him,2015,1.2
Colombia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,1.3
Colombia,F,Marital status,Married or living together,... if she neglects the children,2015,2.7
Colombia,F,Marital status,Never married,... if she neglects the children,2015,1.9
Colombia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,2.4
Colombia,F,Marital status,Married or living together,... if she refuses to have sex with him,2015,1
Colombia,F,Marital status,Never married,... if she refuses to have sex with him,2015,1.2
Colombia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,1.3
Colombia,M,Marital status,Married or living together,... for at least one specific reason,2015,4
Colombia,M,Marital status,Never married,... for at least one specific reason,2015,4.3
Colombia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,4.3
Colombia,M,Marital status,Married or living together,... if she argues with him,2015,1.3
Colombia,M,Marital status,Never married,... if she argues with him,2015,1.5
Colombia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,1.2
Colombia,M,Marital status,Married or living together,... if she goes out without telling him,2015,1.4
Colombia,M,Marital status,Never married,... if she goes out without telling him,2015,1.4
Colombia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,1.5
Colombia,M,Marital status,Married or living together,... if she neglects the children,2015,3
Colombia,M,Marital status,Never married,... if she neglects the children,2015,2.9
Colombia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,3.3
Colombia,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,1.2
Colombia,M,Marital status,Never married,... if she refuses to have sex with him,2015,1.4
Colombia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,1.2
Comoros,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,11.1
Comoros,F,Marital status,Married or living together,... if she burns the food,2012,12.2
Comoros,F,Marital status,Never married,... if she burns the food,2012,14
Comoros,M,Marital status,Married or living together,... if she burns the food,2012,2.2
Comoros,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,3.6
Comoros,M,Marital status,Never married,... if she burns the food,2012,4.1
Comoros,F,Marital status,Married or living together,... for at least one specific reason,2012,38.7
Comoros,F,Marital status,Never married,... for at least one specific reason,2012,40.5
Comoros,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,34.1
Comoros,F,Marital status,Married or living together,... if she argues with him,2012,15
Comoros,F,Marital status,Never married,... if she argues with him,2012,17.2
Comoros,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,14.3
Comoros,F,Marital status,Married or living together,... if she goes out without telling him,2012,28.1
Comoros,F,Marital status,Never married,... if she goes out without telling him,2012,29.1
Comoros,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,27.1
Comoros,F,Marital status,Married or living together,... if she neglects the children,2012,29.2
Comoros,F,Marital status,Never married,... if she neglects the children,2012,31.2
Comoros,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,26.9
Comoros,F,Marital status,Married or living together,... if she refuses to have sex with him,2012,20.6
Comoros,F,Marital status,Never married,... if she refuses to have sex with him,2012,19.3
Comoros,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,17.8
Comoros,M,Marital status,Married or living together,... for at least one specific reason,2012,10.5
Comoros,M,Marital status,Never married,... for at least one specific reason,2012,25.4
Comoros,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,20.3
Comoros,M,Marital status,Married or living together,... if she argues with him,2012,4
Comoros,M,Marital status,Never married,... if she argues with him,2012,10.5
Comoros,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,4.3
